"body_acc_x_mean2" "body_acc_x_sd2" "body_acc_y_mean2" "body_acc_y_sd2" "body_acc_z_mean2" "body_acc_z_sd2" "body_gyro_x_mean2" "body_acc_x_sd2.1" "body_gyro_y_mean2" "body_acc_y_sd2.1" "body_gyro_z_mean2" "body_acc_z_sd2.1" "total_acc_x_mean2" "total_acc_x_sd2" "total_acc_y_mean2" "total_acc_y_sd2" "total_acc_z_mean2" "total_acc_z_sd2"
"V14" 0.002081359160953 0.198100741636007 -0.0026713313618028 0.123364309224425 0.00374658852165832 0.108361117802543 -0.00356790322879776 0.198100741636007 -0.00449780279979464 0.123364309224425 0.00499816651756831 0.108361117802543 0.8125101978204 0.415950241872407 0.0190627932459482 0.398726585163909 0.0880800638631285 0.342217932267083
"V15" 0.00140781139521998 0.19516472625682 -0.00294652317144206 0.123232751666854 0.00302333262741179 0.107616015274117 -0.0025692123841197 0.19516472625682 -0.00546520715697602 0.123232751666854 0.00270419329578979 0.107616015274117 0.811787735155952 0.414129674442051 0.0188320796655539 0.398588767323087 0.0873966865458112 0.342597261520027
"V16" 0.000442047163269492 0.191902936942557 -0.0023150098036254 0.125016435024828 0.00269226085319837 0.107719566743622 -0.00232699334842732 0.191902936942557 -0.00308484037430751 0.125016435024828 0.000142421397162151 0.107719566743622 0.81077402607686 0.412031877416251 0.019506872259898 0.398625522858861 0.0871063239898971 0.343053900171513
"V17" -0.00120825528662278 0.191021855227764 -0.00120799206561423 0.125451760367261 0.00258977531507282 0.10667549562084 -0.00312917032284062 0.191021855227764 -0.00222776723094844 0.125451760367261 -0.00140228013751821 0.10667549562084 0.809076852815671 0.410928728688844 0.0206558118869861 0.398450256540682 0.0870453596857209 0.342776040621843
"V18" -0.00320350963768317 0.189326533816798 -0.000623136631389523 0.123850213124014 0.00225388136018623 0.107209504381459 -0.00381780177346889 0.189326533816798 -0.00583509557929983 0.123850213124014 -0.0024587336025985 0.107209504381459 0.807035825184372 0.409486217920634 0.0212811253082115 0.397831647827039 0.0867517613696959 0.343065416320225
"V19" -0.0038110483203219 0.1877958832054 -0.00085718452786321 0.122623902153773 0.00188383111267715 0.107799827326109 -0.00338773371168754 0.1877958832054 -0.00783949806672359 0.122623902153773 -0.00302355085219604 0.107799827326109 0.806383548064093 0.40865273982929 0.0210860107991912 0.397563011896576 0.0864247330513545 0.343313796539486
"V20" -0.00388871032814225 0.188249284939658 -0.00108525332534807 0.122813264536362 0.00112694188357365 0.108149021355331 -0.00357257880144665 0.188249284939658 -0.00738089227151809 0.122813264536362 -0.00379152371544326 0.108149021355331 0.806262063305757 0.408846449530682 0.0208953106218736 0.3975916276366 0.0857115243824264 0.343446866005756
"V21" -0.00320115382196888 0.189463822042826 -0.00137763934874619 0.122335058044998 0.00063476734227392 0.108588857733628 -0.00376064343882628 0.189463822042826 -0.00629781508123124 0.122335058044998 -0.00361185294098889 0.108588857733628 0.806906576581163 0.40965399965597 0.0206386890613749 0.397520275814956 0.0852636003659792 0.343481627891751
"V22" -0.00219466367471523 0.189442989159452 -0.00166157470422565 0.122828866529921 0.00026412451207493 0.10701528077723 -0.0019046636515486 0.189442989159452 -0.00587302919230071 0.122828866529921 -0.00309410414244936 0.10701528077723 0.807870685409312 0.409844836483866 0.0203888700049519 0.397910492698503 0.0849376614318415 0.343167393695261
"V23" -0.00220601684533662 0.189531817448608 -0.00150279222006583 0.123755875389073 -0.000362687377377881 0.105466159111289 -5.69424332894455e-05 0.189531817448608 -0.00620610888092776 0.123755875389073 -0.00296753031817351 0.105466159111289 0.807817531964967 0.409570388472878 0.0205800709515332 0.3980101572667 0.0843558760952024 0.343231907695485
"V24" -0.00186197607271123 0.191196971365143 -0.00109905947068482 0.125391064860436 -0.00041354470231272 0.105494498173915 0.000133877575812621 0.191196971365143 -0.00547470382297102 0.125391064860436 -0.00237335342204064 0.105494498173915 0.808120324309951 0.410447542406222 0.0210144811244839 0.398319802285572 0.0843502179631964 0.343447297703086
"V25" -0.00188596726388391 0.192759184125247 -0.000566420485876396 0.126343300228721 -0.000822185719006933 0.105715088121254 -0.0014235757011639 0.192759184125247 -0.00489342337477755 0.126343300228721 -0.00300397638554388 0.105715088121254 0.808055589456925 0.411404931785421 0.0215760346243664 0.398527573493459 0.0839867966287012 0.3437448801335
"V26" -0.00233557797113114 0.192029377036705 -0.000161014144996796 0.12533092373665 -0.00105913143020772 0.105172653112907 -0.00397100794872939 0.192029377036705 -0.00433343540019711 0.12533092373665 -0.00405788535704107 0.105172653112907 0.807565718338784 0.410966844207156 0.0220085979636169 0.398037386882536 0.0837949311729683 0.343678556744881
"V27" -0.00194330880281736 0.191582679737716 -0.000362779592451792 0.124251801689389 -0.000360191219048451 0.103915918240811 -0.00474360883314497 0.191582679737716 -0.00468364492039926 0.124251801689389 -0.00353024629424779 0.103915918240811 0.807918175910948 0.410850506902659 0.0218322623069191 0.397861222719546 0.0845386579046762 0.342964838656056
"V28" -0.0019761243198414 0.192601979131838 -0.00109709842077171 0.123941543253899 -0.000607207816230508 0.103825250614985 -0.00306397578838047 0.192601979131838 -0.00664132825812336 0.123941543253899 -0.00238170394308464 0.103825250614985 0.807845968746801 0.411298417839769 0.0211216806139916 0.398117911008531 0.0843359962767697 0.342876274627172
"V29" -0.00201100439236655 0.193817374793875 -0.00167396115043776 0.12447809365885 -0.00153451283443752 0.104060914409837 -0.000601158672385834 0.193817374793875 -0.00603155616989145 0.12447809365885 -0.00157013518792048 0.104060914409837 0.80777208885988 0.411800770840031 0.0205668808938674 0.398594676437842 0.0834524885037528 0.34323874265382
"V30" -0.00159864283871706 0.194185805590541 -0.00137294573693793 0.124161180269967 -0.00196346759728896 0.104222236527459 0.000379670871826585 0.194185805590541 -0.00359109326692553 0.124161180269967 -0.00178949412767977 0.104222236527459 0.808145831390115 0.412229236747317 0.0208882818752927 0.398632929508932 0.0830666375079105 0.343618092239681
"V31" -0.00202353561450655 0.192880463879733 -0.000685412551218953 0.121664017920635 -0.00166775997439693 0.105082299739752 -0.00122263285776842 0.192880463879733 -0.00215632422902107 0.121664017920635 -0.00268419647554131 0.105082299739752 0.80768266529783 0.411672812995263 0.0215945159763569 0.397753672545112 0.0834046060834829 0.343809474213788
"V32" -0.00310345228179177 0.191535321710629 -0.000416358477466977 0.121806124576166 -0.00109724279833372 0.104801307833819 -0.00281167253411556 0.191535321710629 -0.00316766440507661 0.121806124576166 -0.00293775667259289 0.104801307833819 0.806564804169281 0.410724493495565 0.0218806065812889 0.39770248422634 0.084016398685226 0.343398409803934
"V33" -0.00321726868565113 0.190720622452149 -0.000437593976999709 0.1219170356711 -0.00124513025749997 0.104372929871577 -0.00265607126732566 0.190720622452149 -0.00729500675950257 0.1219170356711 -0.00227619806145949 0.104372929871577 0.806413331711092 0.410408694428063 0.0218747841072298 0.397618390280877 0.0839086870625896 0.343116187184454
"V34" -0.00156714728470724 0.191328287408549 -0.000737359704228896 0.121198755123154 -0.0016428946971638 0.10334644692294 -0.0024052672409748 0.191328287408549 -0.00935737379620633 0.121198755123154 -0.00174404452264084 0.10334644692294 0.808026009834965 0.411400754280862 0.0215888576650869 0.397289964209389 0.0835499000917118 0.342787235749891
"V35" 2.22955168246433e-05 0.190332442439703 -0.00106022918708865 0.122545488256053 -0.00214437857611488 0.104544704489391 -0.00290806796886669 0.190332442439703 -0.00672301293463161 0.122545488256053 -0.00179194723447063 0.104544704489391 0.809578200396563 0.411645952070001 0.0212782978526304 0.397765316789911 0.0830860992457277 0.343532441299708
"V36" 0.000537555174556695 0.188688469828258 -0.00108576765182018 0.12402124023637 -0.0024045019057425 0.103920146109014 -0.00395259400791378 0.188688469828258 -0.00239334829721818 0.12402124023637 -0.00124806395025019 0.103920146109014 0.810056441972356 0.411268734741096 0.0212635711674811 0.398345400863616 0.0828622593797903 0.343525418741574
"V37" 0.00040226692194951 0.188552859572958 -0.000792718172527818 0.123738811203973 -0.00192737356634799 0.104389182139304 -0.00515710889960889 0.188552859572958 0.000261550013846102 0.123738811203973 -0.000817535778492087 0.104389182139304 0.809884454274021 0.411155209335855 0.0215659649948917 0.398011979037688 0.0833741625422565 0.343552484548271
"V38" -9.8289517864113e-05 0.191339835103134 -0.000196169476965725 0.12318557656726 -0.00192124342689031 0.104115084306773 -0.00506957359651694 0.191339835103134 -0.00209223620308117 0.12318557656726 -0.00176282300558734 0.104115084306773 0.809347616724978 0.412180805929389 0.0221704235623847 0.397394839596862 0.0834134625598437 0.343773699758874
"V39" 0.000266516366343655 0.193009041372546 -9.53068783403242e-05 0.12385821244787 -0.00244834387570813 0.104096504056552 -0.00373568955974735 0.193009041372546 -0.00654955547326187 0.12385821244787 -0.00260344559044894 0.104096504056552 0.809676635486222 0.413073449418664 0.0222778207832304 0.397800428043049 0.0829178472520449 0.344153463798331
"V40" 0.000896279494070978 0.191871400141457 -0.000145090847813186 0.12366022536489 -0.00309367742053347 0.104815131748209 -0.00269966021356646 0.191871400141457 -0.00632457386775308 0.12366022536489 -0.00306640519104486 0.104815131748209 0.810271181415953 0.412819306844031 0.0222332640948209 0.39791039597037 0.082302233295485 0.345116991896216
"V41" 0.000676576589286125 0.192202463059121 0.00055642451315818 0.122091231467802 -0.003181490307244 0.104967830648909 -0.00234211101844024 0.192202463059121 -0.00354347844427576 0.122091231467802 -0.00386747247342963 0.104967830648909 0.81001690834682 0.412979647361652 0.0229387787086164 0.397053456161042 0.0822422820900476 0.345329138079844
"V42" 0.000191897770017089 0.193222264772274 0.00131209661469238 0.121238667546569 -0.00212012200201662 0.104530135277072 -0.00316536763161569 0.193222264772274 -0.00278065943756821 0.121238667546569 -0.0037988713001571 0.104530135277072 0.809498389446004 0.413183827459327 0.0236973152373929 0.396513695292389 0.0833295598529352 0.344008961893482
"V43" -0.000289249973959317 0.192434569375874 0.00147329569765278 0.120542279210235 -0.0015357504827665 0.105047274946182 -0.00418248180019303 0.192434569375874 -0.00190549241673722 0.120542279210235 -0.00255073855692128 0.105047274946182 0.808984201523536 0.412547750281441 0.0238603641526595 0.395933429158417 0.0839378284163711 0.343775779309986
"V44" -0.000740699126764734 0.190377461672906 0.00121690571593803 0.120770268934826 -0.00145628998394067 0.103204936620257 -0.00281290631135793 0.190377461672906 -0.00146958012182474 0.120770268934826 -0.00103074012683853 0.103204936620257 0.808500526704447 0.411432097321672 0.0236049429985222 0.39571680483415 0.0840391530500155 0.343466063443075
"V45" -0.00175858028002947 0.186185671890741 0.00195497034945587 0.121114073115239 -0.0014411791572236 0.101004912199434 -0.00093576838999534 0.186185671890741 -0.00125272563222915 0.121114073115239 0.000599337487670259 0.101004912199434 0.807451240493347 0.409073169829113 0.0243432298229246 0.39546075485031 0.0840741027793436 0.342914757316636
"V46" -0.00248139334583075 0.186194651351612 0.00317337933627653 0.120621430728737 -0.00226597360823169 0.100584035848375 -0.00176426156177602 0.186194651351612 0.00172430632057578 0.120621430728737 0.00263206741247122 0.100584035848375 0.806697808621963 0.408871319599351 0.0255612597657054 0.39484121961903 0.0832671316250264 0.343634671715204
"V47" -0.00181678214219166 0.190683821096665 0.00259178217613797 0.121195998577754 -0.00288647523513757 0.101604290742508 -0.00320728891423271 0.190683821096665 0.00443804583556404 0.121195998577754 0.00430557743795498 0.101604290742508 0.807332508057967 0.411239483749313 0.0249788497295388 0.395298745580102 0.0826624388597116 0.344607365913054
"V48" -0.00193718151387378 0.192720082365047 0.00183289618557108 0.120342365331218 -0.00273893172510885 0.102266511378838 -0.00399486985703942 0.192720082365047 0.00595306251796301 0.120342365331218 0.00391711459613186 0.102266511378838 0.807182832229319 0.411982944322895 0.0242188877363647 0.395012896420875 0.0828237513273619 0.344959439514971
"V49" -0.00295737795064958 0.190910256494196 0.00182328481915662 0.120474905420854 -0.00246676585932324 0.102058802640437 -0.00543927795246354 0.190910256494196 0.00575577656694417 0.120474905420854 0.00237429462298325 0.102058802640437 0.806133912073114 0.410615068210913 0.0242080783143529 0.39467296880598 0.0831076175995815 0.345107488701126
"V50" -0.00263798233727564 0.191204631188387 0.00119346595061967 0.121088794105711 -0.00234517021414084 0.102735411524063 -0.00549499074883537 0.191204631188387 0.00228184001050572 0.121088794105711 0.00234432580567937 0.102735411524063 0.806425064037909 0.410871840129652 0.023577044053511 0.395299253150609 0.0832388286774386 0.345403803097209
"V51" -0.00130274139674415 0.193080699389568 0.000821391689755132 0.121176724746217 -0.00237436480235014 0.102386611031918 -0.00487086645506309 0.193080699389568 0.000701573957330954 0.121176724746217 0.00406193043722721 0.102386611031918 0.807732440358307 0.412310872216369 0.0232038189811788 0.395596421140506 0.0832171627017536 0.345392734472307
"V52" -0.000124050643866735 0.194212366001111 0.000554955978430333 0.12133864527708 -0.00268608550892044 0.10296313676073 -0.00630975332890397 0.194212366001111 0.00356523547838858 0.12133864527708 0.00513897852253685 0.10296313676073 0.808883617651588 0.413271307762248 0.0229363497117963 0.395821139856414 0.0829108914741344 0.345720324848327
"V53" 0.000228963942632974 0.192277927771562 -0.000423765171523633 0.121727656385832 -0.00299803315838813 0.103871996564033 -0.00713350615585251 0.192277927771562 0.00885142440286117 0.121727656385832 0.00371278983264816 0.103871996564033 0.809209457725391 0.412401303334631 0.0219567373870167 0.396705307575753 0.0826023169186883 0.346104612120926
"V54" -0.000129845463024478 0.191484060938632 -0.0010440499541671 0.123726403233198 -0.00224188594504991 0.103203017013407 -0.00678845672829579 0.191484060938632 0.0140368005527611 0.123726403233198 0.00160713426979454 0.103203017013407 0.808823865701992 0.411812091184007 0.021335697884081 0.397758547901155 0.083359763150601 0.345856395556441
"V55" -7.66127011303037e-05 0.193087630806583 -0.000799881507283717 0.122891189115368 -0.000860651434646529 0.101272667271827 -0.0060947045361718 0.193087630806583 0.015273095216234 0.122891189115368 0.000997768285731537 0.101272667271827 0.808850748757959 0.412551740164132 0.0215792091459608 0.397395546113981 0.0847402453798835 0.345051010461354
"V56" 0.0004256796107264 0.194198368537288 -0.000446230431611088 0.122159244372827 0.000375264620402758 0.101275241549147 -0.00421042460276075 0.194198368537288 0.0116975273397829 0.122159244372827 0.00139124789286076 0.101275241549147 0.809327169483629 0.413355114490597 0.0219322549248111 0.397103153998695 0.0859734308499087 0.344513259433054
"V57" 0.00094807161056388 0.195377052737498 -7.70204354811536e-05 0.121175604134008 0.000548461139688999 0.100598649573326 -0.00395753199564277 0.195377052737498 0.00754896017918361 0.121175604134008 0.00226241705248727 0.100598649573326 0.809824207347373 0.414179508573559 0.0223008779530954 0.396621728129896 0.0861420510020536 0.344040685532011
"V58" 0.00131484464613417 0.196609711748172 0.000324336946324595 0.119403277584479 -0.000504700852993689 0.103496244833368 -0.00519020813580169 0.196609711748172 0.00688935409107175 0.119403277584479 0.00303024406721682 0.103496244833368 0.810166220976737 0.414839391796916 0.0227016546318769 0.395712693701209 0.0850826205230877 0.345409977828091
"V59" 0.000807922154394543 0.194808131111248 -0.000105813674026614 0.120573744231553 -0.000341501910801971 0.103580311150651 -0.00523713189641111 0.194808131111248 0.00683361600597767 0.120573744231553 0.00316141361675917 0.103580311150651 0.809635208222507 0.413748411050074 0.0222709293393575 0.39623146333197 0.0852380011809059 0.345656683365623
"V60" -5.87781843799582e-05 0.192736928485497 -0.000415338659224915 0.120199966253882 0.000387531946606117 0.103839436304285 -0.00535121997571176 0.192736928485497 0.00528216263485173 0.120199966253882 0.00318947368444057 0.103839436304285 0.808745148241519 0.41237683477063 0.0219608397911158 0.396383076696009 0.0859577912051607 0.345653101533078
"V61" -0.00056604249362006 0.193469376461887 -0.000264912817153122 0.120393848661628 0.000507542002701039 0.103499620281544 -0.00642519722034836 0.193469376461887 0.00471971911947616 0.120393848661628 0.00349098073153559 0.103499620281544 0.808215278800165 0.412492690448308 0.0221107023853811 0.396413631220647 0.0860672595783862 0.345546494210577
"V62" -0.00111431355436139 0.194850557310828 -0.000891513490910486 0.121473096738743 0.000954938947691329 0.10241920858068 -0.00795978372903156 0.194850557310828 0.00410218870446344 0.121473096738743 0.00387741062256531 0.10241920858068 0.807645160005214 0.413144526813958 0.0214835209281328 0.39722633519385 0.0865029637798118 0.344916082073405
"V63" -0.00109206187733222 0.194496155389813 -0.00159645026805476 0.121315729848523 0.000782255006542286 0.103796762183589 -0.00853560602558297 0.194496155389813 0.00269864224128381 0.121315729848523 0.00413573121961314 0.103796762183589 0.807646282536272 0.413232955601946 0.0207779532205527 0.397730371783359 0.0863175859577354 0.345273358225286
"V64" -0.000333618567715701 0.195647937761804 -0.00245101406113408 0.121095850081349 0.000539837617644325 0.103042360146416 -0.00700582073817242 0.195647937761804 0.00189206811092669 0.121095850081349 0.00418274384525928 0.103042360146416 0.808384274069482 0.414153249807242 0.0199226494950937 0.398130938020091 0.0860616212789339 0.345047978616201
"V65" -2.56643143827847e-05 0.195956065658605 -0.00305556329398446 0.121151540647513 0.000540369689908496 0.102708683009457 -0.00444508763694718 0.195956065658605 0.00224808033985086 0.121151540647513 0.00350025879194179 0.102708683009457 0.808672425509531 0.414389062428843 0.0193171566941062 0.398524881010558 0.0860478874143907 0.344921405644083
"V66" -0.000237149411465696 0.194949885892098 -0.00270571268861278 0.120979491642913 0.000168073893646373 0.103140995154036 -0.00285542224027663 0.194949885892098 0.00390972468028818 0.120979491642913 0.00271713824772448 0.103140995154036 0.808441774138023 0.413672026994577 0.0196657415143829 0.398310100824677 0.0856607260732702 0.345533230102213
"V67" -0.000327503972686436 0.195600173815625 -0.00258110092901688 0.119819499068978 0.000458564067850568 0.103490300997856 -0.00336482969626112 0.195600173815625 0.00459430375537246 0.119819499068978 0.00316812397706224 0.103490300997856 0.808332893493604 0.413820393691948 0.0197886498528673 0.397913192971692 0.0859358541774007 0.345785211227916
"V68" -0.000347367196517546 0.193770564341392 -0.00228047276604835 0.120553791680673 0.000747852871917565 0.102439925412838 -0.00414756760342237 0.193770564341392 0.00341750275070531 0.120553791680673 0.00361293132235615 0.102439925412838 0.808295122349063 0.412976862936638 0.0200870361421594 0.397932848875632 0.0862093838111642 0.345023392508885
"V69" -0.000253456530908253 0.19201957327131 -0.00188570974049733 0.123062812110106 0.000621015221671774 0.102038176418544 -0.00445776422313437 0.19201957327131 0.00261285296049073 0.123062812110106 0.00364182504952772 0.102038176418544 0.808371747937986 0.412290913439657 0.0204789406601563 0.39826161283598 0.0860664898257635 0.344661273416749
"V70" -0.000358747594295747 0.192109385849217 -0.00141552638185814 0.122807806994465 0.000644896210599116 0.102576236818934 -0.00516514120634878 0.192109385849217 0.00185654283352102 0.122807806994465 0.00418328935986455 0.102576236818934 0.808249770528391 0.412468399279853 0.0209455950484047 0.397867222844579 0.0860741166555419 0.344804964035331
"V71" -0.0014618597067957 0.191073933195026 -0.000462887585030197 0.121896667825761 0.000615230650919507 0.102330585879119 -0.00510541502172454 0.191073933195026 0.000256384920973007 0.121896667825761 0.00442394617232999 0.102330585879119 0.807130555072114 0.411631533901991 0.0218940110808779 0.397118190484645 0.0860280909861019 0.344502457103626
"V72" -0.00232790201669007 0.191022299514852 -0.000395287800862948 0.121962661220404 0.000652062077854355 0.101699670740454 -0.00473226225238294 0.191022299514852 -0.00119236408884756 0.121962661220404 0.00475887798247173 0.101699670740454 0.806248935432168 0.411198360958873 0.0219567040721342 0.397296660483483 0.0860485418563113 0.343980948278151
"V73" -0.00220659666290028 0.191636714786211 -0.000654548254001554 0.120802748806053 0.000475413302466434 0.103450670334425 -0.00420947123577579 0.191636714786211 -0.00189291150632652 0.120802748806053 0.00492672281038811 0.103450670334425 0.806355106159217 0.411550367704733 0.0216918879828779 0.397425303029265 0.0858555702675658 0.344447278605918
"V74" -0.00238403599984105 0.19394335674264 -0.000903077195631809 0.120292070662472 0.00032001661993778 0.10645616098526 -0.00273887313994643 0.19394335674264 -0.000253270280667541 0.120292070662472 0.00398383129602622 0.10645616098526 0.806162876783946 0.412608709675801 0.0214371859671327 0.397416310357511 0.0856839763414807 0.345275870135303
"V75" -0.0025179352897151 0.193606262396384 -0.00110818247126721 0.120048531995978 0.000672117382163317 0.105884108226932 -0.00259257652149383 0.193606262396384 0.00162906192713635 0.120048531995978 0.00316555754610768 0.105884108226932 0.806014425577241 0.41240206200383 0.0212253137127974 0.397360374141705 0.0860200652507496 0.344605310602387
"V76" -0.00226403491871949 0.193331936763131 -0.000354797759480726 0.119005933620382 0.000999445854344402 0.103921948385992 -0.00354919479207496 0.193331936763131 -0.000595738942815031 0.119005933620382 0.00231344430312593 0.103921948385992 0.806253907006632 0.412351731932487 0.0219713525521895 0.396647358907071 0.086331625871338 0.343550482308
"V77" -0.00186184639823272 0.193964127877972 -0.000313067341729671 0.117713618515021 0.00111648839015506 0.103924062270537 -0.00286008588528496 0.193964127877972 -0.00325593401205389 0.117713618515021 0.00170353663028818 0.103924062270537 0.80664172198396 0.41271915404844 0.0220051847032566 0.396305315860473 0.0864332116368577 0.34332658257742
"V78" -0.00161765023936159 0.193739172485767 -0.00107598099517691 0.117981246868375 0.000965053277324886 0.103422479538542 -0.00178858927787728 0.193739172485767 -0.00360956744683513 0.117981246868375 0.00132138919821352 0.103422479538542 0.806871517482911 0.412609383222618 0.0212338548634003 0.396872384370227 0.0862667025985494 0.343122325594149
"V79" -0.00225496709445542 0.191183394232571 -0.00123439734155256 0.117832229083685 0.00077545663764482 0.102736505685443 -0.00182185091924544 0.191183394232571 -0.00332592965627983 0.117832229083685 -0.000685456243805904 0.102736505685443 0.80621971897744 0.411060887026053 0.021066527626054 0.396699852268823 0.086062479512643 0.343174808925859
"V80" -0.00284576613930357 0.187843169759318 -0.000974810656101952 0.119798638340802 0.00107822810377609 0.102628583670175 -0.00181897341666696 0.187843169759318 -0.00200065026022653 0.119798638340802 -0.00279543982460695 0.102628583670175 0.805614300998299 0.409183255940191 0.0213167166776279 0.39705968605475 0.0863511270801971 0.34323378617866
"V81" -0.00324085998015516 0.18778367883234 -0.000265100760621517 0.121398483355243 0.00110954475847704 0.102492454095386 -0.00207074610122172 0.18778367883234 -0.00304853789677425 0.121398483355243 -0.00334038947301185 0.102492454095386 0.805204364726779 0.409027089266616 0.0220165509113312 0.397411887872012 0.0863688747564463 0.343202349795059
"V82" -0.00325984666487348 0.188352497136866 7.11280971821828e-05 0.120641540960187 0.000612628446592679 0.103234642233007 -0.00228826540334946 0.188352497136866 -0.00653571991541985 0.120641540960187 -0.00308971191351024 0.103234642233007 0.805170219420318 0.409514079631318 0.0223424575584969 0.397139422004166 0.085858992349024 0.343670774238379
"V83" -0.00235010038739269 0.188300121428308 -0.000105690811050413 0.119664942117896 0.00023315396609399 0.103613525102108 -0.00145625671814836 0.188300121428308 -0.00643903977624499 0.119664942117896 -0.00319901553253199 0.103613525102108 0.806064393737873 0.410058781803516 0.0221549196784707 0.396860709253788 0.0854671881120322 0.343873471218829
"V84" -0.00189330182781338 0.188208103435596 -0.000187596778089795 0.120054882218173 -6.21455463943101e-05 0.103743158267317 -0.00152769401421837 0.188208103435596 -0.00438702177751964 0.120054882218173 -0.00344132086125353 0.103743158267317 0.806505139701523 0.410194114848607 0.0220619516634019 0.396745624968084 0.0851602050823002 0.343872502303982
